22222,22221,44444,43334,33355
33335,33335,33355,33324,31124
45555,45555,45333,44211,44222
33222,31122,41112,44555,44455
33333,33333,44113,44422,55522
22222,55142,55142,55532,55533
33222,33222,33211,55441,55441
51144,51144,55244,55224,55333
24445,22555,22235,22225,11115
51444,11444,11344,12334,22224
33444,33522,55521,55221,11111
22224,22224,22224,32244,31255
33322,33322,11445,11144,11144
55555,55555,33255,33314,11114
11555,11555,14555,44322,42222
33333,33333,55554,25224,22214
31111,31422,34422,55422,55422
11333,41113,41113,42155,42155
11144,11144,31144,33352,33222
11113,41113,45511,45521,44521
32222,34222,34221,34221,55551
55555,55555,44455,33411,22111
44445,14455,11552,11122,11322
33155,33155,33125,44122,44442
22222,45552,45333,44333,44111
22555,25554,23314,23314,33344
15555,15335,11115,22445,22445
24444,22444,22244,23211,55551
11333,41113,44155,44455,22555
22223,22233,12335,11455,11455
55551,55511,54441,54231,52231
44444,11144,11442,11112,55513
33332,33522,55522,55222,11142
44444,14455,11155,11235,11335
22244,22255,11555,11553,11153
33344,35344,55322,15552,11522
33333,33333,22333,42355,41355
11111,11511,11555,33224,33224
33442,33442,33332,55511,55511
55555,55545,44442,33344,33111
22222,55522,55522,43122,44422
55555,32555,32222,32224,32114
24444,24443,24443,22513,55511
22111,22331,55531,55544,55544
55511,54522,44422,44422,43333
44411,34411,33421,53221,55221
55221,55221,55223,52224,52224
54444,55244,55241,55221,53321
22244,22244,22344,22551,55551
22221,22211,43511,44551,44411
55544,55522,55522,33322,33311
44443,44433,14433,25433,22333
44433,44433,44453,11552,11222
11122,44122,44322,43355,33335
33355,33355,22455,22155,22111
44433,44233,44221,55511,55511
54444,54442,54442,13442,33442
11255,11224,11224,11223,11133
44444,55522,55322,51321,51111
33444,11545,11555,11225,11222
11111,11111,55441,55544,33324
44442,45222,45533,11111,11111
33335,23355,24451,24411,22211
11333,24433,24433,22433,55533
43311,43311,44551,44551,44222
33333,34411,44411,55511,55221
55223,55333,55333,44333,44133
55555,22241,22241,22333,23333
55222,55225,55555,43151,43111
55552,55522,55321,33333,34444
22225,22224,22344,23331,22111
11111,11111,21334,21254,22244
55553,55553,44333,14222,14222
23311,21111,22444,22444,55544
35555,33155,33115,33122,44442
11222,11222,11223,15553,44533
22331,22331,42541,44444,44444
55221,55221,22241,22223,22223
55122,55112,44133,44133,44433
55333,55333,53311,24411,24411
55552,55542,55112,35333,33333
11222,11142,11143,14443,55553
44433,44433,44222,11225,11255
51114,51114,55544,22233,22233
44442,44442,44442,44132,11152
55555,23335,21145,22445,22255
54441,54331,53332,53522,55522
33355,33322,33444,33441,33111
55433,55111,55551,55221,55221
44213,44213,42213,55233,55533
11222,11122,11122,33322,55544
44155,44155,44255,44233,44233
44222,44422,44422,43333,45311
33222,33522,33521,33511,33444
12222,11522,44555,33555,55555
22333,22235,11235,11445,11145
33333,55333,52233,52222,14422
22225,42555,42115,41134,44444
33111,33151,24551,24511,24551
43355,43351,44551,42222,22222
11144,11144,11444,21543,22243
13344,13333,11335,11325,12225
53111,51111,21144,22144,22224
44444,44455,43355,43111,44412
33344,33344,33344,32251,33551
11444,11444,13332,13322,15522
44111,41111,31111,55212,55222
44422,14422,14442,11352,11332
55552,55542,55441,54411,33311
33355,33325,31225,11214,11114
55222,55222,55524,33114,11114
22223,22333,11443,11145,11155
44423,44223,11522,11552,11555
33224,33222,33335,11355,33355
33333,43333,44413,24111,22251
22334,22354,21155,11111,11111
22224,21144,33333,55353,55553
35555,33332,44322,44311,44441
55551,44551,42551,33351,33333
44441,44411,44453,44453,42223
22222,22442,24442,55511,33311
11555,11555,11344,11344,12224
11534,11224,12224,11244,11444
22233,21133,11155,14444,11444
33314,31114,33224,55522,55522
11111,11111,11332,41332,44445
55552,55552,44222,11233,11223
55555,55445,52443,22233,21133
55111,55312,55312,54442,44444
44411,44111,32111,32211,35555
14444,14455,15555,22225,22223
11555,44522,45522,44423,44433
33111,31111,32221,52244,55544
55344,55344,55344,12244,11114
11554,11554,22333,22222,22222
22255,22255,22553,22244,22111
44444,55534,55533,55522,55512
34455,34455,33455,33211,33221
23344,33344,33444,11555,11555
55221,55221,55331,54411,54411
24441,24411,22233,52233,55555
44444,54444,55444,55522,13222
22244,22224,25224,35114,35114
55334,22444,22444,22214,22111
33311,33352,33352,44442,44442
22244,22241,22241,22335,33335
32222,33122,33155,33444,33333
31111,31111,33255,33444,33444
55543,55543,55543,22541,22221
11444,11444,11244,11254,11233
33352,33342,13344,11144,11144
22255,22255,22135,21134,22144
33333,55444,55544,25554,22114
55114,55114,55114,55322,55322
22444,52233,55233,55223,55511
44444,22554,22553,12253,11253
22222,22223,22333,22133,44533
55553,55533,44522,11552,11122
11113,15513,55555,55554,52244
55333,55533,55523,41522,41522
54444,54444,55544,22143,22443
44333,43333,11112,55512,55552
11144,15443,15222,12222,22222
44442,44422,44433,51133,11133
33334,33334,33334,32225,11111
11111,44111,44421,45223,45333
33331,42211,44255,44445,44445
33322,43322,45111,45141,44441
33351,33551,33511,22221,22224
11111,11241,12245,22335,22335
33315,43322,44422,44442,44444
22444,22241,55241,55331,55331
23334,23354,23354,21114,11114
33355,23355,22411,44411,44411
22223,55553,44444,14444,11111
33351,33351,43322,42222,42222
11443,11143,51111,55222,55552
44444,33322,53312,55552,55555
55111,55111,55113,44123,43333
11355,11333,11233,11224,12224
22553,22533,21111,22114,22444
11122,31145,31335,33335,33335
11555,11554,11544,33544,22544
44111,44111,32111,32551,35551
44333,44335,43355,43221,41111
22231,22531,25531,25544,55544
55533,55532,55532,55511,55514
24444,33444,33331,33111,33155
55522,55223,11133,44433,44433
11155,11155,11122,11124,11334
33444,33444,33444,33115,32215
11111,22155,22445,22245,23335
13322,11322,11332,14455,44455
33444,33344,33315,33215,33211
14444,11444,14434,13335,22555
24444,22341,22311,23315,33555
44442,54442,51133,51133,55533
11111,41111,44411,44425,33355
11122,14122,14222,15533,15553
44444,34552,31152,11122,11222
44355,45555,42222,44111,44111
22222,11123,11553,11544,11544
25555,25555,22244,21134,21333
33333,42331,42211,44455,44555
44411,54444,55244,53244,53244
55333,52433,52433,14443,14443
33333,33333,22411,22411,55511
33221,32221,44111,44555,44555
11111,11111,55544,35322,33322
11133,11133,44155,44225,44455
11114,31114,32212,32222,35555
33444,33344,33311,53311,22331
11111,14445,34442,34443,33333
55553,55553,44133,11133,22133
55555,55522,55522,54431,44431
33333,35543,35543,22243,11223
22225,24325,24333,44311,44333
34422,34422,33122,33122,33522
44333,44222,44151,44111,44111
55555,44555,32255,32221,33321
21113,21133,22453,22453,44444
44411,44451,42251,32251,33331
44444,44443,11133,25133,22233
22244,55544,51544,11533,11333
11111,32111,33445,33445,33444
22114,22244,22333,55333,55553
22211,22211,32221,32221,44445
45555,45553,55523,11223,12233
11155,11322,14322,14322,44332
22553,22533,22511,44111,41111
54444,55422,55132,11133,11133
22222,22322,53344,55544,15544
45555,44552,44522,41333,41113
22511,25511,25111,45333,45333
11111,51312,55422,55422,55222
55522,55522,44411,44433,44433
22224,22244,11444,11445,11335
35541,32241,32241,33441,34441
44333,44333,44223,15525,11555
33322,33222,33355,33114,33114
33311,33111,44221,44455,44555
31111,31112,32222,32244,32544
55522,55443,55111,55111,11111
12223,11233,11233,14555,44555
52222,55244,35544,15544,15544
44332,44332,44322,11552,11155
33355,33315,31115,22215,22444
44333,44433,44433,51122,55122
44444,55444,15422,13322,33322
22244,22254,33355,33311,33111
11155,15555,42233,44433,44433
22233,22443,22415,22115,22111
55533,55333,25343,24444,22414
11111,11111,31441,33522,33522
44441,44411,44455,22335,22333
55544,51444,51222,33322,33222
22111,22111,22111,24355,33355
22222,44222,44322,51322,55322
55555,55555,11444,11244,11133
33111,33111,33122,33222,33445
35555,33445,33325,13322,11332
11144,11144,11114,15132,55332
44451,44452,43322,43333,33333
22222,22222,52132,55133,44433
22221,22311,33311,44411,44455
11222,31222,31222,34522,44522
55551,55551,55541,24444,23444
11555,13335,11145,12245,12444
44444,11455,11155,11111,12331
33333,44333,44333,44111,24551
55333,54432,14432,14332,11122
33342,33345,11445,11115,11115
44355,43333,42233,44113,11111
11333,44223,44233,44255,44555
23333,22443,22415,22215,22111
22222,42223,44433,44135,44455
22222,12222,11522,11533,11433
44444,44444,44455,22253,22113
44444,22544,22543,22533,55551
11444,11445,11255,11222,13222
44333,44433,44211,55221,55222
44411,22335,22225,22222,22222
44522,44432,44411,44411,44441
33333,33335,32211,22211,44444
33111,32211,32215,34555,33355
32245,44445,11445,11445,11555
22333,24551,44551,44555,44555
22224,12224,52244,55334,55333
32555,22445,44445,11445,55555
13335,13355,13355,22455,22444
11111,11133,22133,25543,22444
11555,11443,11444,11142,11122
31111,32211,33441,53344,53344
33333,55223,55411,55111,55111
33331,35311,35411,22221,22221
22222,22222,22225,41135,44135
55555,55544,21144,21144,22344
55555,55511,35241,55241,55221
55554,33554,31554,21244,22244
33344,33444,44444,55112,55522
44433,44433,44433,44552,44111
11555,11155,24444,24444,23444
31111,33311,45211,45444,44444
22222,54444,55114,55113,33333
31111,31211,33333,33543,33544
33555,33211,33211,33241,44441
13225,13225,13225,13225,14255
22222,22222,22541,55531,55531
55555,21111,21113,22433,24444
11154,11154,22554,22533,22233
55555,15525,11525,11344,33344
33333,33332,55332,55551,44411
22333,22331,22331,22351,22451
11111,11111,31144,22445,22445
55555,54555,33355,33322,11122
22222,22225,11255,14443,11333
55511,45511,44411,44442,33342
33311,33251,33221,32224,44444
43115,41115,22215,22215,22215
44211,44231,44211,55555,55555
44433,44433,21133,21335,11155
33333,33333,33311,33251,32244
33333,11333,11333,44333,25333
44311,44455,44222,42222,22222
44444,23444,23344,23334,25114
33555,33335,33332,44122,44122
33344,33344,22355,21555,22555
31114,31124,31122,11122,15522
22444,11444,13444,55555,55555
55552,35542,35442,33444,31111
55555,55522,55222,51433,51433
22333,22333,22334,22344,33315
53311,52241,52241,55211,55211
55111,55111,55122,55333,54433
11122,11122,11114,33334,33354
33334,33334,33251,33221,22221
32222,33355,31334,31114,31114
44221,44331,44435,44535,44555
22221,22211,22455,44455,44433
25533,25533,22551,22551,44411
44444,11344,11552,15522,12222
11144,11444,12444,55443,55333
33344,33344,33255,22221,11111
44433,24133,22223,22225,22255
55555,44453,44433,43331,22221
11555,13555,33222,33222,33344
35411,33311,33332,33322,22222
33334,33334,32554,32214,33244
44422,44222,11222,11233,55555
44455,31445,33222,33322,33222
12223,12233,11114,15544,11554
44433,44433,44133,44115,44225
22133,22133,22135,21155,22144
55522,55222,42223,41233,11333
22344,22344,55444,55144,55144
11144,51144,55134,55332,55555
13335,11225,11125,11144,44444
41222,44222,34222,34455,33355
44433,44133,44333,55522,55522
55544,55144,55114,53312,52222
23311,23311,25411,22212,22222
55555,55555,53311,33311,24311
33344,33444,33322,11111,15111
24433,22433,52433,55431,55111
11444,11222,11222,11533,11553
44422,44422,11422,15552,13333
11133,41153,41553,44422,44422
55112,55314,55314,55511,55511
44444,44444,44451,43331,33221
22555,22255,22211,22441,22443
44422,44221,55331,55311,55111
22223,22223,44113,55113,55113
33332,32222,33522,34142,34444
33355,35555,11225,11422,11222
11222,11124,11134,55144,55444
11144,11444,14444,23335,23335
11111,11111,11154,13344,22344
55553,15533,15333,33343,22443
33311,33311,33321,33221,55554
22113,21113,24413,44455,44555
22333,22233,44433,55555,55511
55555,44555,45552,44413,44413
35552,33333,33311,44111,44111
42222,42222,52222,12222,13332
22222,32222,32222,31115,31445
44222,44222,33351,33351,33351
22555,22335,22225,42222,44112
34444,33344,55444,25144,22111
33444,35514,35554,22524,22224
51122,55122,55122,55433,55433
33333,53233,55222,11412,11111
24444,24444,44443,14533,15533
33333,53122,55522,55222,55544
33311,22111,44411,44455,55555
22222,33325,44411,44411,44111
44444,44444,11552,11322,33333
22222,12224,11244,11544,11134
33344,33352,33332,11332,11122
11444,11444,11444,53222,53322
33222,33122,53114,33414,33444
55112,55122,55552,55322,54442
12333,11333,11153,11443,11443
44444,34442,33112,33122,33152
33333,33444,55451,55551,55222
22222,23122,41125,41155,44555
22334,25334,23334,21111,22111
11224,11244,11244,11233,55533
55331,55331,55331,22241,22241
11111,44433,44433,44455,44452
44444,14444,11222,11133,15533
11112,11222,11222,11322,41355
11111,11144,11114,25334,55334
55122,51122,51442,53442,53442
22255,22255,22244,22314,22114
33345,33345,11142,11122,11122
33111,55142,55542,55522,55522
11112,11222,31222,35244,35544
55555,55154,53124,53124,53224
42221,45521,45221,43311,33333
11554,11244,11244,34444,34444
55133,55114,25514,25511,22211
44444,42214,52213,52233,22233
55444,25444,22244,13333,11133
22233,22233,22433,51433,51443
22211,23211,23211,53111,55144
11111,11111,33351,33355,22344
33344,33324,33344,35541,35511
44222,44225,44355,44355,11355
33333,43322,11222,55522,55522
44433,44435,11125,11155,11115
11222,11332,55532,55522,54444
55555,55555,55555,11444,32444
34444,33445,11445,11115,22222
22233,22233,22223,22133,44533
33333,33354,31154,33444,22224
33333,33344,22444,54414,11114
44433,44433,12223,11122,55122
22113,22113,22243,25553,25553
33334,13224,12244,12254,55554
44441,44441,45311,55111,55211
33444,33554,33324,33124,31124
12255,12243,12243,11223,11222
11111,11111,22334,55533,55555
44455,44455,41111,22111,22233
55111,55331,55322,44322,44422
53344,55244,52214,52214,51111
44222,44222,45222,33211,33111
11155,15555,14454,33454,32444
12222,11112,41132,44433,44445
33222,34422,55422,55222,55111
22222,22222,21443,11533,11533
55111,55111,55422,55444,44443
33331,22544,22544,25544,22244
53342,53322,55522,51122,11122
11144,11544,21554,22554,22354
43333,43333,11115,11225,22222
11555,21133,21333,21433,44443
11111,14431,14452,14552,14555
11122,11222,55333,55333,53344
11333,11355,41335,42235,42255
11433,15533,11222,12222,22222
44444,44444,44444,44444,31522
13322,15332,15522,15544,11144
51111,51111,54111,54113,52233
55522,55522,33332,44331,44331
33311,33311,42211,55555,55555
35555,25555,44451,44111,44111
12253,11253,11453,44444,44444
55444,55444,55444,33421,33221
55522,55222,55544,31114,33314
22333,22233,44451,44551,45551
54444,55555,55515,33225,32225
11115,21155,43355,44355,44555
55555,55532,44422,44421,44411
54411,54411,55211,35221,33331
11222,11322,11333,55433,55553
33322,55322,55111,54444,44444
33332,31122,33524,55554,55555
22222,22231,45531,44531,44531
33333,13335,12355,12244,12244
44222,44222,42223,22133,55133
22555,22555,22111,22433,22444
33355,35555,35551,33511,22224
22222,22255,44444,11133,11133
11111,11133,55533,45532,55522
14433,14333,14223,14225,44225
33544,33555,33555,23315,23311
55533,55333,55333,22233,11444
44222,44442,44555,11155,11153
55444,52444,52214,33314,33334
33114,33314,35224,55554,55554
31111,33551,33111,44444,44244
55551,55511,25111,25134,22444
22222,22212,55533,55533,55544
55511,22511,22222,33442,34422
44555,14555,14535,11233,22223
33355,33355,31442,31222,31122
22222,22222,22124,22155,23335
55555,55555,51112,33112,43122
33522,33542,33444,31114,11114
22211,22211,22244,22244,52333
33333,33333,25333,25333,15334
33224,32224,55144,55144,55114
44455,44455,33455,33352,33152
44444,33445,11425,11225,11225
22211,22211,44411,44455,33355
51122,51112,51222,55344,55333
51111,51122,55422,55432,55552
55222,15555,14444,11334,11144
55444,55444,55423,55422,11112
11111,11115,14115,44435,44432
22333,22244,55211,55111,55511
22111,22131,22331,55344,55444
11344,11333,15533,15222,55222
33222,33222,33225,44555,11555
33111,33142,33142,55222,55222
32222,12444,12444,55444,55444
44555,44155,44233,44233,44233
53333,55333,55513,44523,44422
34222,11212,11115,55115,55555
13333,13334,25534,22444,22244
55544,33511,32221,22222,22222
11122,11342,51332,51552,55552
11113,54433,54433,22333,22222
22244,22444,33551,33351,33551
33444,23444,23355,33355,33311
42211,42253,44233,44433,44433
53311,55331,52331,22331,24431
44333,44211,44115,44555,44555
44223,44223,54421,54221,55221
44443,24443,22222,22552,22111
33444,55444,14444,11222,11122
55555,44555,44415,44333,22223
33333,55311,55331,54331,44321
22333,21333,21534,21544,25544
14445,14425,13325,13322,11222
52211,55211,51111,44311,44441
33331,33311,32344,32225,32255
11333,11433,11222,11222,55522
11111,11344,11334,22554,22254
34444,33344,33344,22111,22511
55533,55533,51133,21433,24433
44422,14222,13222,13255,15555
22243,55223,55533,51553,55553
55511,55511,55113,25133,25443
55544,55544,55534,22334,22111
55511,55222,33322,44323,44333
13333,13333,12222,52242,55542
44444,34114,33355,33255,22255
55511,55111,55413,24413,22443
25555,25545,25513,22213,22223
55333,55321,55511,55544,55544
13322,13222,11222,54222,44422
33311,33311,44111,44115,22255
22144,22144,22144,22444,25533
11111,11112,31112,33222,55544
55511,52334,22244,22244,22244
44422,44422,15523,11123,11113
11111,11111,15333,55543,22443
11111,41111,44111,44331,45231
12233,15533,11533,15543,55443
55522,53222,53314,33314,31114
44533,55533,51532,51112,11122
43355,43335,43331,44331,24431
22225,33222,33112,11114,14444
33333,13323,14322,14355,44335
24444,54443,14143,11113,11133
33222,13333,11333,41355,41555
22255,22255,12443,11443,11444
33335,11335,44425,44425,44425
11111,44111,54111,53112,33322
22222,55555,55441,44441,43341
55334,52344,52444,22211,11111
22222,33222,33355,13344,33444
11555,13333,11333,11132,44422
14222,14355,13355,13333,33333
44433,44331,43311,55521,55222
11222,11232,55333,55555,54455
22222,22223,22223,24125,44155
15522,11522,55544,53334,33333
11555,43522,43522,33522,33522
33144,33114,33112,33355,33335
44444,41444,11143,55133,52222
22111,22211,43331,43355,43355
25544,22544,22211,33111,33111
44433,44331,44451,54551,55522
55221,55221,55531,54111,55111
22111,22111,22111,22155,24335
14333,14444,11554,15555,12222
33555,43555,43555,33255,31255
51111,55511,55211,44222,44433
22244,22443,22333,25513,22513
44113,44333,44535,24555,22555
33344,23334,22114,22255,22555
55544,55544,12533,12223,22223
44335,14333,14422,22222,22222
11133,25533,22533,22533,44444
44441,34551,33555,33555,22222
22233,42233,44553,14553,11111
25553,24513,24444,24444,44444
11112,44412,44422,55533,33333
44411,44411,55211,55111,33111
22333,23333,21133,21145,21445
55555,44551,43311,22211,22211
33444,33444,33444,11255,11255
55555,55555,33442,33312,33322
23333,21133,24433,44435,44555
22255,22215,22215,22214,22233
44411,44411,54213,54223,55223
22222,11222,12222,11113,44533
44422,44422,44511,45553,55553
44445,44455,44555,55555,11223
44411,45433,45333,55333,22222
22211,22213,44444,45554,45555
11111,13112,13322,33335,44555
44333,44333,43311,45222,55522
44445,44445,44445,42555,13555
44433,44433,15233,11232,12222
11112,11112,13122,44455,44455
11555,11555,11344,13344,33332
22222,42253,44555,44111,44111
55443,55443,55133,55112,55552
22222,22222,11222,11113,11445
22555,22555,33355,11111,11411
11133,22254,22554,22554,22544
22244,52224,52224,55314,55314
33444,33444,35442,55511,55111
55555,55311,53311,52244,22244
44411,44441,44311,33355,32225
11111,55333,55333,55544,55442
44442,44122,54122,55332,55333
44411,44411,55311,55311,22311
44113,44413,44253,22255,22225
22222,31115,33355,33455,44455
55522,55122,55111,44331,44433
34444,34444,25555,11155,15555
55551,53311,52111,55541,55541
11115,11415,33445,33445,22455
44111,44551,55553,25533,22233
44111,44111,44215,34415,34445
11115,44415,44433,44422,44422
12444,12222,15222,15333,55533
41122,43552,43555,43333,44333
44333,44432,44552,55555,11115
55344,55334,53334,22333,22133
33355,33225,43225,44245,44441
14445,14455,14433,11432,11422
11113,22223,52233,55544,55444
11111,11111,22441,22455,32445
55244,55222,55332,51332,11332
11111,44433,44433,22533,25533
22244,22144,22153,22113,21133
22233,22443,22243,25555,25111
55332,55432,51432,54442,55422
23555,23551,22555,44455,44444
22234,22134,22134,55134,55544
41112,44455,44455,34335,33335
22222,22222,14323,14333,55333
11222,11222,11223,55243,55244
41113,44123,44333,44333,44555
15555,11155,11155,11333,42233
55443,55443,51111,51221,11221
33311,53311,53311,54442,55222
11555,11155,44455,22233,22233
55555,15244,13224,11244,11224
33455,34455,34444,11142,11122
11222,11222,11325,14455,14455
55111,55411,44411,43332,43222
44333,44333,22331,55511,11111
44555,44555,43351,43332,33322
44444,44444,44444,23554,21554
33335,33355,22555,22451,22411
55533,55222,44411,44411,44411
11122,11122,14122,14443,55533
34441,33341,35555,35552,55222
11122,13335,13355,11444,11444
12222,11122,11152,11552,11334
53322,55322,45344,44444,11444
55552,33552,14444,44444,44444
22222,22223,22223,44113,55133
44333,42223,22255,21155,11155
55555,55551,33111,33322,44422
11114,11144,33344,55554,55222
55555,55555,55555,33144,31124
22222,55244,55544,55533,11133
44411,44441,55541,55531,22511
22111,22111,22111,52134,55334
22244,22224,22213,15213,11113
22225,22315,22415,22455,22555
22255,33244,33224,33221,33333
25111,25111,25111,44433,44433
44335,44335,11335,11222,11222
22111,22211,44311,44351,44451
44423,44223,44233,44233,55551
11111,11111,11442,44452,33332
33222,33522,33554,13554,11444
33333,33333,11144,51124,55122
44444,22225,22325,33355,33331
44444,33441,22111,22111,55511
22111,22111,22415,24455,24335
11111,21333,23333,44355,45555
51153,55554,55544,25224,22224
41155,22233,22333,23333,22333
22221,25511,23331,44431,44431
55533,55553,44255,44255,12225
11555,11553,14233,44333,44443
11113,11133,44335,44425,44222
55544,55544,55144,22114,22133
55551,52511,32511,33511,44111
44411,44442,44442,44532,55532
22222,22322,33332,31544,31144
33334,33335,33315,33315,33222
11334,23334,23334,22333,22255
11113,11133,21144,25544,25444
33444,33354,11552,11522,11122
11112,11112,51122,55443,55543
44222,43322,41152,41555,41555
22255,32255,31115,41111,44111
22333,22253,22253,22255,44111
13444,13322,55352,55555,55555
11122,11122,45322,43322,33332
33333,33555,55554,55114,22444
44122,43322,55522,55555,55555
22222,22552,21354,44344,44444
55555,25555,25154,22144,33344
11122,11122,22225,22255,44443
22554,22554,32155,22555,22555
22111,22211,25553,33333,33344
11234,11134,11144,51544,55544
11224,11334,11354,13355,33355
22222,22222,25511,33341,33344
11133,11133,41133,44533,55523
22444,24444,21154,21133,33333
22555,22555,33555,33155,11144
55522,45222,45122,44113,44113
44445,44445,45555,41133,22333
11112,13112,33322,33332,33445
44444,52222,55522,55111,33111
11113,22223,44445,44455,44555
55551,35551,33322,33344,33344
45211,45221,45222,45222,43322
33444,33314,33511,33522,55522
23555,23355,23555,23554,23114
33325,33325,33321,33344,33344
41111,42511,45533,44333,44433
11111,11111,11132,55522,55544
13355,14455,11445,22222,22222
22244,22144,22144,55344,33344
55522,55552,55552,31144,31144
33333,33334,33354,11244,12222
33111,35511,35511,35444,22444
44442,44422,33222,33522,11122
52222,52242,53331,55531,55551
33331,33351,44551,44451,44422
44112,44111,55511,55531,53333
22555,22555,22113,21113,22443
11222,55523,55533,45333,44433
22255,42455,44445,11333,11333
44433,44433,44415,44415,44412
55122,55122,55122,11133,44333
11113,11113,33333,33442,35552
44555,44555,44223,44333,44111
11433,11433,15222,55522,55522
44111,22211,22211,53311,53311
22222,22222,52222,53344,51444
43333,44435,42155,22155,21155
11111,51311,52344,44444,44444
55444,15444,25443,25553,25553
31144,31445,33355,33352,33322
44433,24333,24533,15533,15553
22511,22511,25544,35544,33334
11122,11122,13322,33322,33354
25333,55113,55133,51144,51111
44555,44553,22333,21333,21333
55555,35555,35114,33114,32244
45533,45533,44133,11123,12223
11122,11122,44423,45223,55533
33355,33115,33115,43122,43222
22222,44355,13355,11333,13333
11544,11553,11223,11223,11122
33333,33333,13322,11114,11155
22224,32244,32224,55114,51114
33321,33331,53544,55544,55554
22222,52422,55422,51133,11133
33333,33533,55533,45522,45511
11111,15511,33421,33422,33222
22222,22222,22312,44315,44445
22255,22255,22354,33344,11144
22222,12322,12352,11554,11114
44444,13334,11332,11222,55222
11112,11112,11133,44443,44455
55522,55222,55222,13442,11442
22111,22111,33441,33441,55441
21111,11111,33334,53344,55554
15544,55544,55444,25333,22333
13333,15523,15544,55555,55555
44422,44322,44525,11555,11111
11155,11155,11133,44422,44442
44555,44553,44553,44522,11522
43331,43511,43111,23111,22111
33345,33345,33342,33142,33222
55311,53311,55341,22444,22444
22333,22231,22211,44451,44451
11222,11222,11224,55444,55533
11111,11222,33222,33524,55524
13555,11542,11542,11542,11555
55555,55544,11144,33144,33122
22111,22211,55511,44313,44333
11111,11255,44255,44355,33355
11333,11133,11111,55444,55522
51111,55511,43522,43322,43222
33311,33111,35511,34422,44422
22255,32255,32255,42215,44111
22251,44551,44531,44433,44433
44455,44222,11222,11333,11333
22223,44223,44555,44551,44551
44112,44411,44451,44333,43333
32224,32224,33344,33345,33441
22253,42255,44455,11115,11115
22221,22111,23134,33334,33335
33332,34442,34442,51122,51111
33555,42555,11155,11111,11111
22555,33355,33355,31144,31144
22222,22242,24442,25411,25311
42222,45512,33222,33332,33332
33315,33315,23444,22242,22222
33355,33354,33334,11122,11122
14444,13444,11111,11111,25551
11443,11433,41455,41425,44425
55444,55444,55231,52231,55211
33355,33555,11555,42555,42255
55433,52433,52433,51433,11433
54441,55521,55521,55511,33333
22553,22533,22233,41111,44441
22224,22244,24441,24441,55341
55444,54444,54422,33122,31122
33355,43333,44433,22233,22221
22333,22255,22245,22441,24444
44444,44444,55444,12244,33224
43333,44223,44423,51411,51111
11144,11334,11134,21552,22222
55554,55554,23334,23311,22311
55555,55555,33355,33345,11122
22214,22314,33314,55315,55555
13255,11255,12255,44255,44445
22555,22555,33555,31554,31144
44441,44441,44441,23311,23551
44422,44223,55223,51111,51111
44451,45551,33111,33111,22221
33311,33311,52441,52441,55555
22222,33211,43511,55511,55511
33111,33111,53322,55442,55522
44111,22221,25551,55551,53351
43333,44332,54332,11112,11111
33222,31124,11124,11554,15544
23555,23155,43155,44155,41111
33221,33321,33321,53411,55444
55554,55544,55222,55111,55133
55553,55553,51113,51142,55442
23333,22354,22554,22154,11114
11332,11342,11342,55322,55522
11111,12221,44431,44331,55533
